OmimID	Gene
300510	-
300511	-
300512	WDR13
300513	GPR119
300514	-
300515	FANCB
300516	ATP11C
300517	SPIN2B
300518	MRX82
300519	-
300520	CLDN2
300521	KIF4A
300522	IQSEC2
300523	-
300524	KIAA2022
300525	P2RY8
300526	WDR45
300527	NUDT10
300528	NUDT11
300529	P2RY10
300530	-
300531	SPRY3
300532	VCX2
300533	VCX3A
300534	-
300535	OCRL
300536	-
300537	-
300538	AVPR2
300539	-
300540	HAUS7
300541	SSX6
300542	SSX7
300543	SSX8
300544	SSX9
300545	HS6ST2
300546	FGD1
300547	-
300548	MAGEH1
300549	MAGEA2B
300550	PHEX
300551	MRX78
300552	MID1
300553	BRWD3
300554	-
300555	-
300556	ATP6AP2
300557	PARK12
300558	-
300559	-
300560	PHF8
300561	SLITRK2
300562	SLITRK4
300563	-
300564	TSPYL2
300565	TMEM257
300566	LHFPL1
300567	PGAM4
300568	MIR221
300569	MIR222
300570	YY2
300571	-
300572	GPR64
300573	ZNF674
300574	CXCR3
300575	RIPPLY1
300576	ZDHHC15
300577	-
300578	-
300579	SHROOM4
300580	-
300581	FGS5
300582	-
300583	VGLL1
300584	-
300585	KRBOX4
300586	ARSH
300587	MCTS1
300588	TENM1
300589	-
300590	-
300591	-
300592	CT47A11
300593	SPACA5
300594	GAGE1
300595	GAGE2C
300596	GAGE3
300597	GAGE4
300598	GAGE5
300599	GAGE6
300600	-
300601	GAGE7
300602	-
300603	POF1B
300604	-
300605	RP34
300606	-
300607	-
300608	DACH2
300609	MSL3
300610	HNRNPH2
300611	C1GALT1C1
300612	-
300613	MYP13
300614	AUNX1
300615	-
300616	LUZP4
300617	BRCC3
300618	JADE3
300619	-
300620	VSIG1
300621	SPIN2A
300622	-
300623	-
300624	-
300625	CT83
300626	ASB11
300627	ZNF449
300628	FRMD7
300629	AP1S2
300630	-
300631	TMEM27
300632	PDZD11
300633	-
300634	PDZD4
300635	-
300636	-
300637	GAGE12I
300638	GAGE8
300639	-
300640	-
300641	SLC25A43
300642	SRPX2
300643	-
300644	GLA
300645	-
300646	ZDHHC9
300647	AMER1
300648	CT45A1
300649	SLC38A5
300650	OASD
300651	PORCN
300652	-
300653	-
300654	FAAH2
300655	KLHL13
300656	UPRT
300657	CTAG1A
300658	NDP
300659	-
300660	-
300661	-
300662	SNORA11
300663	ATG4A
300664	SPANXN1
300665	SPANXN2
300666	SPANXN3
300667	SPANXN4
300668	SPANXN5
300669	SPANXB1
300670	SPANXD
300671	SPANXE
300672	-
300673	-
300674	MOSPD1
300675	PNMA3
300676	-
300677	TXLNG
300678	DUSP21
300679	-
300680	PNCK
300681	DOCK11
300682	MIR424
300683	6-Sep
300684	XKRX
300685	PRRG3
300686	MIR448
300687	ERCC6L
300688	BCORL1
300689	STARD8
300690	BEX1
300691	BEX2
300692	BEX4
300693	BEX5
300694	MIR223
300695	-
300696	-
300697	HUWE1
300698	TMEM47
300699	-
300700	ADFN
300701	ZCCHC12
300702	MAGED4
300703	-
300704	-
300705	-
300706	-
300707	-
300708	FAM58A
300709	-
300710	-
300711	-
300712	-
300713	OTUD5
300714	OTUD6A
300715	MAGT1
300716	-
300717	-
300718	-
300719	-
300720	GAGE2A
300721	MIRLET7F2
300722	MIR19B2
300723	SYTL4
300724	CNKSR2
300725	RRAGB
300726	GAGE2B
300727	GAGE12C
300728	GAGE12D
300729	GAGE12E
300730	GAGE12F
300731	GAGE12G
300732	GAGE12H
300733	GAGE12J
300734	GAGE13
300735	GAGE2D
300736	GAGE2E
300737	GAGE10
300738	PAGE2
300739	PAGE3
300740	XAGE3
300741	FAM120C
300742	XAGE1A
300743	XAGE1B
300744	XAGE1C
300745	XAGE1E
300746	F9
300747	STS
300748	GPR82
300749	-
300750	SPG34
300751	-
300752	-
300753	APOO
300754	TAF9B
300755	-
300756	-
300757	RP2
300758	-
300759	MAGEE1
300760	MAGEE2
300761	MAGEB10
300762	MAGEB16
300763	MAGEB17
300764	MAGEA9B
300765	MAGED4B
300766	NKAP
300767	RPA4
300768	CYLC1
300769	MIR224
300770	-
300771	TCEAL7
300772	TFDP3
300773	APEX2
300774	RAB39B
300775	ELF4
300776	ALG13
300777	TMLHE
300778	-
300779	-
300780	CT47A1
300781	CT47A2
300782	CT47A3
300783	CT47A4
300784	CT47A5
300785	CT47A6
300786	CT47A7
300787	CT47A8
300788	CT47A9
300789	CT47A10
300790	CT47B1
300791	NRK
300792	MIR106A
300793	CT45A2
300794	CT45A3
300795	CT45A4
300796	CT45A5
300797	CT45A6
300798	PHKA2
300799	-
300800	-
300801	-
300802	-
300803	-
300804	-
300805	FMR1-AS1
300806	AFF2
300807	-
300808	GPR143
300809	-
300810	MIR98
300811	MIR105-1
300812	MIR105-2
300813	-
300814	-
300815	-
300816	-
300817	EFHC2
300818	-
300819	ZNF630
300820	MAP3K15
300821	OPN1MW
300822	OPN1LW
300823	IDS
300824	-
300825	RBBP7
300826	STAG2
300827	FGF16
300828	PTCHD1
300829	-
300830	-
300831	-
300832	JPX
300833	-
300834	-
300835	-
300836	KAL1
300837	DGKK
300838	FRMPD4
300839	RS1
300840	PRAF2
300841	F8
300842	-
300843	-
300844	-
300845	-
300846	CD99L2
300847	-
300848	-
300849	-
300850	-
300851	-
300852	-
300853	-
300854	-
300855	-
300856	-
300857	-
300858	-
300859	CCDC22
300860	-
300861	-
300862	ACOT9
300863	-
300864	-
300865	MIR503
300866	MIR510
300867	-
300868	-
300869	-
300870	-
300871	FUNDC1
300872	-
300873	GNL3L
300874	MIR508
300875	MIR509-1
300876	MIR509-3
300877	MIR506
300878	DMRTC1
300879	XG
300880	PSMD10
300881	-
300882	-
300883	SNX12
300884	-
300885	COX7B
300886	-
300887	-
300888	-
300889	ZC3H12B
300890	ASB9
300891	ASB12
300892	LINC00850
300893	MIR502
300894	-
300895	-
300896	-
300897	ZC4H2
300898	-
300899	RPL39
300900	-
300901	-
300902	RPL36A
300903	GPR174
300904	IRS4
300905	-
300906	PDK3
300907	CSTF2
300908	-
300909	-
300910	-
300911	-
300912	-
300913	VMA21
300914	-
300915	-
301000	-
301040	-
301050	-
301090	-
301100	-
301200	-
301201	AIH3
301220	PDR
301300	ALAS2
301310	-
301410	-
301500	-
301590	ANOP1
301700	-
301770	ARR3
301780	ARSC2
301790	SCAX3
301800	-
301810	-
301815	-
301820	-
301830	-
301835	-
301840	SCAX4
301845	-
301850	-
301870	BGN
301880	-
301900	-
301940	-
301950	-
302000	EBM
302020	S100G
302030	-
302045	-
302060	-
302200	-
302300	-
302350	-
302380	-
302400	-
302500	-
302600	SCAX2
302650	CDR1
302700	-
302800	-
302801	CMTX2
302802	CMTX3
302803	-
302900	-
302905	-
302910	CLCN4
302920	-
302940	-
302950	-
302960	-
303100	-
303110	-
303350	-
303400	-
303600	-
303630	COL4A5
303631	COL4A6
303650	-
303700	-
303800	-
303900	-
304000	-
304020	-
304030	-
304040	GJB1
304050	AIC
304100	-
304110	-
304120	-
304150	-
304200	-
304300	-
304340	MRXS5
304350	-
304400	-
304500	-
304590	-
304600	-
304700	-
304730	-
304750	-
304790	-
304800	-
304900	-
304930	-
304950	-
304990	-
305000	-
305050	-
305100	-
305200	-
305300	-
305350	-
305360	MPP1
305370	TIMP1
305371	GATA1
305390	-
305400	-
305423	F8A1
305424	-
305425	-
305435	FCP1
305450	-
305550	-
305600	-
305620	-
305645	-
305650	-
305660	GABRA3
305670	GRPR
305690	-
305700	-
305800	-
305900	G6PD
305910	-
305915	GRIA3
305920	-
305980	-
305990	GLRA2
306000	-
306100	-
306190	-
306250	CSF2RA
306300	-
306400	-
306480	HDHD1
306500	-
306600	-
306700	-
306800	-
306900	-
306930	-
306950	-
306955	-
306960	-
306970	-
306980	-
306990	-
306995	-
307000	-
307010	-
307030	-
307150	-
307200	-
307300	-
307500	-
307600	-
307700	HPT
307800	-
307810	-
307830	-
308000	HPRT1
308050	-
308100	-
308200	-
308205	-
308210	-
308220	-
308230	-
308240	-
308250	-
308280	-
308290	-
308300	-
308310	-
308350	-
308370	-
308380	IL2RG
308385	IL3RA
308400	-
308500	IHG1
308600	-
308700	-
308750	-
308800	-
308830	-
308840	L1CAM
308850	-
308905	-
308930	-
308940	-
308950	-
308960	-
308980	-
308990	-
309000	-
309050	XS
309060	LAMP2
309100	-
309120	-
309150	-
309200	MAFD2
309300	-
309350	-
309400	-
309470	-
309480	-
309490	-
309500	-
309510	-
309520	-
309530	-
309540	-
309541	-
309545	-
309548	-
309549	-
309550	FMR1
309555	-
309560	-
309580	-
309583	-
309585	-
309590	-
309600	-
309605	MCS
309610	PRS
309620	MRSD
309630	-
309640	-
309645	-
309660	-
309700	-
309800	-
309801	-
309840	-
309845	MSN
309850	MAOA
309860	MAOB
309900	-
309930	-
309950	-
310000	-
310095	-
310200	-
310300	-
310305	-
310310	MYCLP1
310350	-
310370	-
310400	-
310440	-
310450	-
310460	MYP1
310465	NSX
310468	-
310470	-
310490	-
310500	-
310600	-
310650	-
310700	-
310800	-
310900	-
310980	-
310990	-
311000	OPEM
311010	ARAF
311020	-
311030	MCF2
311040	ELK1
311050	OPA2
311070	-
311100	-
311150	-
311200	-
311240	TBC1D25
311241	-
311250	-
311280	-
311300	-
311350	-
311360	-
311400	MSD
311450	-
311510	WSN
311550	CDK16
311601	-
311700	-
311750	-
311770	PIGA
311790	PFKFB1
311800	PGK1
311810	-
311850	PRPS1
311860	PRPS2
311870	PHKA1
311895	-
311900	-
312000	-
312030	-
312040	POLA1
312060	-
312070	UBL4A
312080	-
312090	SLC10A3
312095	AKAP17A
312100	-
312150	-
312170	-
312173	RPL10
312180	UBE2A
312190	-
312200	-
312210	-
312300	-
312390	-
312400	-
312420	RENBP
312450	-
312500	-
312530	-
312550	PRD
312600	-
312610	RPGR
312612	RP6
312700	-
312750	-
312760	RPS4X
312780	-
312800	-
312820	SSX1
312830	-
312840	-
312860	-
312861	HTR2C
312863	-
312865	SHOX
312870	-
312890	-
312900	-
312910	-
312920	-
313000	-
313020	SAT1
313100	-
313200	-
313350	SHFM2
313400	-
313420	-
313430	SOX3
313440	SYN1
313450	-
313460	-
313470	CD99
313475	SYP
313480	-
313490	-
313500	-
313550	-
313650	TAF1
313680	-
313700	AR
313850	THAS
313900	-
314000	-
314050	-
314100	-
314200	SERPINA7
314240	-
314250	-
314300	TKCR
314310	TFE3
314320	-
314350	-
314360	-
314370	UBA1
314375	SLC35A2
314380	-
314390	-
314400	-
314500	-
314550	-
314555	-
314560	-
314570	-
314580	-
314600	-
314670	XIST
314690	KDM5C
314700	-
314705	XGR
314800	-
314850	XK
314900	XM
314920	-
314940	-
314960	-
314980	ZFX
314990	ZNF711
314993	ZNF182
314995	ZNF41
314997	ZNF75D
314998	ZNF81
315000	-
400000	-
400001	-
400002	-
400003	DAZ1
400004	-
400005	USP9Y
400006	RBMY1A1
400007	-
400008	PRKY
400009	UTY
400010	DDX3Y
400011	ASMTL
400012	VCY
400013	BPY2
400014	EIF1AY
400015	XKRY
400016	CDY1
400017	TMSB4Y
400018	CDY2A
400019	PRY
400020	SHOX
400021	-
400022	PCDH11Y
400023	CRLF2
400024	-
400025	TGIF2LY
400026	DAZ2
400027	DAZ3
400028	NLGN4Y
400029	HSFY1
400030	RPS4Y2
400031	TXLNG2P
400032	-
400033	TBL1Y
400034	CSPG4P1Y
400035	GOLGA2P2Y
400036	TTTY3
400037	TTTY4
400038	TTTY5
400039	TTTY6
400040	TTTY17A
400041	PRY2
400042	-
400043	DFNY1
400044	-
400045	-
402500	ASMT
403000	SLC25A6
410000	AMELY
415000	-
424000	-
424500	-
425000	CSF2RA
425500	-
426000	KDM5D
430000	IL3RA
450000	CD99
465000	AKAP17A
470000	RPS4Y1
475000	GCY
480000	SRY
480100	TSPY1
488000	-
489000	-
489500	XGR
490000	ZFY
500000	-
500001	-
500002	-
500003	-
500004	-
500005	-
500007	-
500008	-
500009	-
502000	-
502500	-
510000	-
515000	-
516000	MT-ND1
516001	MT-ND2
516002	MT-ND3
516003	MT-ND4
516004	MT-ND4L
516005	MT-ND5
516006	MT-ND6
516020	MT-CYB
516030	MT-CO1
516040	MT-CO2
516050	MT-CO3
516060	MT-ATP6
516070	MT-ATP8
520000	-
520100	-
530000	-
535000	-
540000	-
545000	-
550000	-
550500	-
550900	-
551000	-
551200	-
551500	-
553000	-
555000	-
556500	-
557000	-
560000	-
561000	MT-RNR1
561010	MT-RNR2
580000	-
590000	MT-TA
590005	MT-TR
590010	MT-TN
590015	MT-TD
590020	MT-TC
590025	MT-TE
590030	MT-TQ
590035	MT-TG
590040	MT-TH
590045	MT-TI
590050	MT-TL1
590055	MT-TL2
590060	MT-TK
590065	MT-TM
590070	MT-TF
590075	MT-TP
590080	MT-TS1
590085	MT-TS2
590090	MT-TT
590095	MT-TW
590100	MT-TY
590105	MT-TV
598500	-
600000	-
600001	-
600002	-
600003	CACNB2
600004	EPHA5
600005	CIITA
600006	RFX1
600007	FLT3LG
600008	NNMT
600009	IFI27
600010	INSM1
600011	EPHB4
600012	UBE2L1
600013	YY1
600014	SMARCA2
600015	-
600016	CNTN1
600017	SDC4
600018	OPRM1
600019	CYB561
600020	MXI1
600021	MXD1
600022	PTGIR
600023	CDH11
600024	LBR
600025	KLC1
600026	SNTB1
600027	SNTB2
600028	DLX5
600029	DLX1
600030	DLX6
600031	CHIT1
600032	-
600033	TFPI2
600034	EMX1
600035	EMX2
600036	OTX1
600037	OTX2
600038	MATK
600039	BCL2L1
600040	BAX
600041	P2RY2
600042	MC5R
600043	SULT1E1
600044	THPO
600045	DDB1
600046	ABCA1
600047	ABCA2
600048	-
600049	-
600050	MAP3K11
600051	EPS15
600052	APLNR
600053	CNGA3
600054	-
600055	-
600056	-
600057	-
600058	TXK
600059	-
600060	-
600061	RAD23A
600062	RAD23B
600063	TROVE2
600064	KRTAP11-1
600065	ITGB2
600066	EPHA6
600067	UGT2B4
600068	UGT2B7
600069	UGT2B15
600070	UGT2B10
600071	-
600072	-
600073	LRP2
600074	CD24
600075	TBP
600076	TNS1
600077	-
600078	-
600079	PTPN12
600080	-
600081	-
600082	-
600083	-
600084	-
600085	SYK
600086	ADH7
600087	TUFT1
600088	-
600089	-
600090	-
600091	-
600092	-
600093	-
600094	-
600095	-
600096	-
600097	-
600098	RRAS2
600099	-
600100	-
600101	-
600102	-
600103	SYT4
600104	SYT2
600105	-
600106	INPP5A
600107	-
600108	MMP13
600109	-
600110	-
600111	SLC1A3
600112	DYNC1H1
600113	-
600114	CCT3
600115	-
600116	-
600117	-
600118	-
600119	SGCA
600120	-
600121	-
600122	-
600123	-
600124	HNRNPA2B1
600125	-
600126	PDE4A
600127	PDE4B
600128	PDE4C
600129	PDE4D
600130	APOBEC1
600131	ECA1
600132	-
600133	LAMA4
600134	-
600135	CTXN1
600136	MAP3K9
600137	MAP3K10
600138	-
600139	-
600140	CREBBP
600141	HSPE1
600142	-
600143	-
600144	ITPR2
600145	-
600146	SPG5B
600147	MEOX1
600148	GK2
600149	GK3P
600150	KCNMA1
600151	-
600152	SEC13
600153	PIGF
600154	PIGH
600155	-
600156	-
600157	AP1B1
600158	-
600159	-
600160	CDKN2A
600161	PWAR1
600162	PWAR5
600163	SCN5A
600164	GEM
600165	NNO1
600166	-
600167	HRH1
600168	MST1R
600169	MICA
600170	AQP3
600171	-
600172	MTF1
600173	JAK3
600174	PITPNA
600175	-
600176	-
600177	-
600178	MAP1A
600179	GUCY2D
600180	-
600181	LCN2
600182	SLC7A5
600183	DUSP3
600184	CRAT
600185	BRCA2
600186	-
600187	EIF5A
600188	AES
600189	TLE1
600190	TLE3
600191	-
600192	SS18
600193	WS2B
600194	KRT2
600195	-
600196	-
600197	MAFK
600198	-
600199	-
600200	-
600201	ASIP
600202	-
600203	-
600204	-
600205	-
600206	EPS8
600207	HPCAL1
600208	-
600209	EXT3
600210	RUNX3
600211	RUNX2
600212	FASN
600213	-
600214	AGER
600215	MFAP1
600216	-
600217	-
600218	-
600219	-
600220	PLCG2
600221	TEK
600222	TIE1
600223	-
600224	-
600225	GCH1
600226	-
600227	CCNF
600228	SCNN1A
600229	SLC1A4
600230	PLCB3
600231	-
600232	GABRB2
600233	GABRG3
600234	HMGCS2
600235	SCN1B
600236	CENPF
600237	HIRA
600238	TGM3
600239	GPR1
600240	CCR10
600241	GPR3
600242	CCR7
600243	DAD1
600244	PDCD1
600245	FMOD
600246	ELK4
600247	ELK3
600248	-
600249	ALDH1L1
600250	XCL1
600251	-
600252	-
600253	AHR
600254	-
600255	-
600256	-
600257	-
600258	PMS1
600259	PMS2
600260	-
600261	-
600262	PTGS2
600263	-
600264	AVPR1B
600265	-
600266	SLC11A1
600267	PTPN13
600268	-
600269	-
600270	PCOLCE
600271	DSC3
600272	COIL
600273	-
600274	-
600275	NOTCH2
600276	NOTCH3
600277	ID3
600278	RAP1GAP
600279	PEX19
600280	NUBP1
600281	HNF4A
600282	GRIK4
600283	GRIK5
600284	ELL
600285	ETF1
600286	PI4KA
600287	GARS
600288	FOXA2
600289	MAPK14
600290	-
600291	ADCY3
600292	ADCY4
600293	ADCY5
600294	ADCY6
600295	NPPB
600296	NPPC
600297	CDX2
600298	LMX1A
600299	PCM1
600300	SLC1A2
600301	ACADSB
600302	-
600303	RAPGEF1
600304	-
600305	ECI1
600306	PSMB5
600307	PSMB6
600308	AQP4
600309	-
600310	COMP
600311	GZMM
600312	NUDT1
600313	-
600314	SHB
600315	TNFRSF4
600316	-
600317	TPM4
600318	IDDM3
600319	IDDM4
600320	-
600321	IDDM7
600322	SNAP25
600323	RGS1
600324	CXCL5
600325	-
600326	DDX6
600327	SYT3
600328	MLLT6
600329	-
600330	-
600331	-
600332	RMD1
600333	-
600334	-
600335	-
600336	SLC18A3
600337	BDKRB1
600338	AADAC
600339	HDGF
600340	PLLP
600341	TYRO3
600342	RGR
600343	-
600344	-
600345	BTC
600346	PCGF2
600347	BCAN
600348	-
600349	ID1
600350	-
600351	-
600352	-
600353	S100A7
600354	SMN1
600355	NAIP
600356	-
600357	RPS8
600358	GMPS
600359	KCNJ1
600360	-
600361	-
600362	FLII
600363	-
600364	GUCA1A
600365	ABR
600366	ISL1
600367	CSTF3
600368	-
600369	CSTF1
600370	SLC25A3
600371	-
600372	NEDD1
600373	-
600374	BBS4
600375	XRCC2
600376	-
600377	GALR1
600378	IMMT
600379	MYT1
600380	NR1H2
600381	KTN1
600382	DENND4A
600383	-
600384	-
600385	ADCY7
600386	ID2
600387	BST1
600388	MEP1A
600389	MEP1B
600390	USF2
600391	GCNT1
600392	RAD52
600393	FEN1
600394	-
600395	GPC1
600396	DHX8
600397	KCNB1
600398	ZNF160
600399	-
600400	PREP
600401	-
600402	-
600403	FAP
600404	RFC2
600405	RFC3
600406	-
600407	RFC5
600408	DDR1
600409	PPARD
600410	TNFAIP6
600411	GBP1
600412	GBP2
600413	GBP3
600414	PEX5
600415	TTPA
600416	-
600417	NT5C2
600418	AMPH
600419	-
600420	-
600421	GLRA3
600422	FABP6
600423	ECE1
600424	SLC19A1
600425	-
600426	E2F2
600427	E2F3
600428	VAV2
600429	GCNT2
600430	-
600431	CDKN2B
600432	CBLN1
600433	CBLN2
600434	FABP4
600435	CTF1
600436	GSTT1
600437	GSTT2
600438	TFAM
600439	SSBP1
600440	ENDOG
600441	GAS6
600442	AQP5
600443	GLRX
600444	SLC5A3
600445	ADORA3
600446	ADORA2B
600447	MAP3K12
600448	PRKCQ
600449	AKR1C1
600450	AKR1C2
600451	AKR1C4
600452	-
600453	TRIM25
600454	RPS3
600455	SNORD15A
600456	NTRK2
600457	-
600458	-
600459	-
600460	-
600461	-
600462	-
600463	ALDH1A3
600464	ARF6
600465	ANK3
600466	ALDH3B1
600467	MHS4
600468	-
600469	NCBP1
600470	ZIC1
600471	DEFA6
600472	DEFA5
600473	PURA
600474	CAMP
600475	TAF10
600476	-
600477	SLC9A5
600478	SKIV2L
600479	-
600480	TCF12
600481	SREBF2
600482	-
600483	FGF8
600484	-
600485	-
600486	-
600487	PCSK4
600488	PCSK5
600489	NFATC1
600490	NFATC2
600491	MFAP3
600492	NFE2L2
600493	EMR1
600494	POU3F2
600495	EIF4G1
600496	-
600497	PRKAA2
600498	-
600499	-
600500	-
600501	-
600502	IGHMBP2
600503	SUB1
600504	KCNJ4
600505	CSNK1A1
600506	-
600507	-
600508	NCK1
600509	ABCC8
600510	GPDS1
600511	SCZD3
600512	-
600513	-
600514	RELN
600515	P2RY12
600516	BAK1
600517	SERPINB3
600518	SERPINB4
600519	GTF2A2
600520	GTF2A1
600521	MASP1
600522	PLA2G4A
600523	SLC11A2
600524	RYK
600525	DLX3
600526	MARK2
600527	EFNB2
600528	CPT1A
600529	AUH
600530	SLC9A2
600531	SLC9A4
600532	NDUFV2
600533	VANGL2
600534	BST2
600535	MEOX2
600536	ITGA7
600537	RECQL
600538	PRDX2
600539	PRKCI
600540	SP4
600541	ETV1
600542	NR4A3
600543	ERBB4
600544	SLC15A1
600545	-
600546	-
600547	CCBL1
600548	HSPA9
600549	IK
600550	CTSO
600551	GPR4
600552	XCR1
600553	GPR6
600554	IL15
600555	STAT1
600556	STAT2
600557	-
600558	STAT4
600559	-
600560	SHC1
600561	-
600562	CDH12
600563	PTGFR
600564	ITIH4
600565	NRXN1
600566	NRXN2
600567	NRXN3
600568	NLGN1
600569	-
600570	CLCN2
600571	REST
600572	SRSF7
600573	TAF7
600574	LZTR1
600575	TSN
600576	GATA4
600577	LHX3
600578	OR2H2
600579	PTPRO
600580	CLCN3
600581	ID4
600582	ASPH
600583	TEC
600584	NKX2-5
600585	TGM4
600586	ECT2
600587	POMZP3
600588	-
600589	SRF
600590	PPP1CB
600591	SNAPC1
600592	MCM7
600593	-
600594	DGCR2
600595	IFT88
600596	MFAP4
600597	PLCL1
600598	-
600599	KLF1
600600	EPHB1
600601	-
600602	-
600603	-
600604	-
600605	MTX1
600606	-
600607	VPS72
600608	P4HA2
600609	GABPA
600610	GABPB1
600611	FKBP4
600612	-
600613	NBL1
600614	S100P
600615	LGALS7
600616	LUM
600617	STAR
600618	ETV6
600619	-
600620	FKBP1B
600621	STMN2
600622	-
600623	CD82
600624	CORD1
600625	-
600626	LGALS3BP
600627	-
600628	-
600629	HLA-DOB
600630	-
600631	ENUR1
600632	OPCML
600633	TFF3
600634	-
600635	NKX2-1
600636	CASP3
600637	SLC1A6
600638	-
600639	CASP2
600640	-
600641	SULT1A3
600642	-
600643	-
600644	PVRL1
600645	-
600646	PROCR
600647	HMX2
600648	-
600649	-
600650	CPT2
600651	-
600652	-
600653	-
600654	PSME1
600655	EEF1B2
600656	-
600657	-
600658	PPP5C
600659	E2F4
600660	MEF2A
600661	MEF2B
600662	MEF2C
600663	MEF2D
600664	CHUK
600665	MTNR1A
600666	PKD3
600667	FZD2
600668	CCAL1
600669	EGI
600670	-
600671	-
600672	-
600673	UBTF
600674	-
600675	XRCC3
600676	CATR1
600677	-
600678	MSH6
600679	-
600680	-
600681	KCNJ2
600682	SLC16A1
600683	-
600684	LY9
600685	KPNA2
600686	KPNA1
600687	TIAM1
600688	CPA2
600689	-
600690	TCTA
600691	SLC27A1
600692	TNNT3
600693	PTBP1
600694	IL6ST
600695	-
600696	ECH1
600697	RBBP5
600698	HMGA2
600699	-
600700	LPP
600701	HMGA1
600702	SCN8A
600703	-
600704	-
600705	-
600706	-
600707	SRP9
600708	SRP14
600709	IARS
600710	-
600711	ETV4
600712	HNRNPK
600713	HSD11B1
600714	DUSP1
600715	THBS4
600716	PTPN22
600717	-
600718	-
600719	NOS2P2
600720	NOS2P1
600721	-
600722	PPT1
600723	MPP2
600724	CNGB1
600725	SHH
600726	IHH
600727	NFIA
600728	NFIB
600729	NFIC
600730	NPBWR1
600731	NPBWR2
600732	ARL4D
600733	PDX1
600734	KCNJ5
600735	IFI35
600736	-
600737	-
600738	SELPLG
600739	SHC1P2
600740	-
600741	-
600742	TGFBR3
600743	TFAP4
600744	TFEB
600745	APOC4
600746	CDX1
600747	TBX2
600748	TMBIM6
600749	CEBPE
600750	NPTX2
600751	SIGLEC1
600752	GPR12
600753	GLG1
600754	MMP14
600755	SYN2
600756	PPP2R4
600757	OFC3
600758	PTK2
600759	PSEN2
600760	SCNN1B
600761	SCNN1G
600762	HPVC1
600763	TPT1
600764	MR1
600765	-
600766	-
600767	GDI2
600768	PTPN9
600769	TSPAN8
600770	MUC5B
600771	-
600772	TAF11
600773	TAF12
600774	TAF13
600775	-
600776	-
600777	TTF1
600778	CDKN1B
600779	-
600780	-
600781	PYY
600782	SYT5
600783	HARS2
600784	GZMK
600785	-
600786	TCEB3
600787	TCEB2
600788	TCEB1
600789	MRPL23
600790	PBCRA1
600791	-
600792	DFNB5
600793	-
600794	-
600795	-
600796	SF3A2
600797	IRS2
600798	PVRL2
600799	BMPR2
600800	NAB1
600801	-
600802	-
600803	-
600804	MTNR1B
600805	LAMA3
600806	CNN1
600807	-
600808	ENUR2
600809	-
600810	PLCB4
600811	DDB2
600812	SRSF1
600813	SRSF2
600814	MRE11A
600815	POLD2
600816	HSPA8
600817	VSNL1
600818	TAGLN
600819	FXR1
600820	ARCN1
600821	AVPR1A
600822	TAF9
600823	PRSS8
600824	CSRP3
600825	RORA
600826	NCAN
600827	PDE6C
600828	ATP5O
600829	INPPL1
600830	TRIM26
600831	DAPK1
600832	ANP32A
600833	ST7
600834	ZNF165
600835	CXCL12
600836	CRYBA2
600837	GDNF
600838	FOXN1
600839	SLC12A1
600840	SLC12A2
600841	-
600842	GCKR
600843	P2RX3
600844	P2RX2
600845	P2RX1
600846	P2RX4
600847	-
600848	NCOR2
600849	NCOR1
600850	-
600851	-
600852	-
600853	NDST1
600854	-
600855	DYRK1A
600856	CDKN1C
600857	SDHA
600858	-
600859	AIMP2
600860	GTF3A
600861	RGS2
600862	AGFG1
600863	CSNK1E
600864	CSNK1D
600865	RTN1
600866	PDCD2
600867	SSR2
600868	SSR1
600869	GRK6
600870	GRK5
600871	GFI1
600872	-
600873	CTBS
600874	GNG5
600875	ACYP1
600876	STX3
600877	KCNJ6
600878	-
600879	NRF1
600880	-
600881	-
600882	-
600883	IDDM8
600884	CMD1B
600885	-
600886	-
600887	MSH3
600888	ARHGEF5
600889	CFHR2
600890	HADHA
600891	-
600892	SIM2
600893	-
600894	-
600895	PRLHR
600896	UTS2R
600897	GJA8
600898	SOX11
600899	PRKDC
600900	SGCB
600901	-
600902	SEPHS1
600903	-
600904	ASTN1
600905	-
600906	-
600907	-
600908	-
600909	LSS
600910	INSL4
600911	MPPED2
600912	TCF19
600913	-
600914	SRSF5
600915	NES
600916	INPP4A
600917	PPP1R3A
600918	-
600919	-
600920	-
600921	FGF9
600922	MYLK
600923	PPOX
600924	GFER
600925	PTPRJ
600926	PTPRE
600927	CDKN2D
600928	NPRL3
600929	CRYBB1
600930	SPAM1
600931	-
600932	KCNJ9
600933	F2RL1
600934	FOLH1
600935	KCNJ8
600936	HMMR
600937	KCNJ11
600938	RBBP6
600939	IL11RA
600940	LIG3
600941	BLVRB
600942	-
600943	SERPINH1
600944	DHPS
600945	UCN
600946	GHR
600947	HAP1
600948	MOBP
600949	-
600950	AANAT
600951	TERF1
600952	-
600953	IL18
600954	DAP
600955	-
600956	AMHR2
600957	AMH
600958	MYBPC3
600959	COPB1
600960	SET
600961	-
600962	-
600963	SIX5
600964	-
600965	-
600966	LLGL1
600967	E2F5
600968	SLC12A3
600969	-
600970	MYO6
600971	-
600972	-
600973	-
600974	-
600975	GLC3B
600976	FAT1
600977	-
600978	LTB
600979	LTBR
600980	DMP1
600981	PGM5
600982	MAP3K1
600983	NR3C2
600984	ATF6B
600985	TNXB
600986	TRIM46
600987	-
600988	MAN2A2
600989	-
600990	-
600991	-
600992	-
